SIMPL9826,SIMPLEMENT MINERAUX S.E.N.C,,ACCOUNT@ALBLOGISTIQUE.COM,819-772-9826
SIT2070,S.I.T.SERVCIE D INTEGRATION,,ACCOUNT@ALBLOGISTIQUE.COM,418-365-2070
SOFTEC9333,2109971 ONTARIO INC,905-660-9383,MELISSA@XCELLA.CA,905-660-9333
SOLS0985,LES SOLS CHAMPLAIN INC,,JOHANNE@ALBASS.CA,450-966-0985
SOLUTI2591,SOLUTIONS BFC BOISVERT FORTIN,,ALEXANDRA.GAGNON@SOLUTIONSBFC.COM,450-682-2591
SPEE1675,9197-7033 QUEBEC INC,450-371-4572,johanne@albass.ca,450-371-1675
SPENA2254,SPENARD SIMULATION.COM,,JOHANNE@ALBASS.CA,514-248-2254
STCHAI7189,STCH-AIR INC,450-699-7189,SOPHIE@GROUPESTCH.COM,450-699-2357
STYLET7365,STYLETTO DESIGN INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-641-4573
SUNRIS2181,SUNRISE GLOBAL MARKETING INC.,905-470-1071,accounting@lymanworldwide.com,905-470-2181
SUPE0345,9321608 CANADA INC,450-225-3753,HEATHER@ALBLOGISTIQUE.COM,450-653-0345
SYNERG6066,SYNERGY PROFESSIONAL SERVICES,,RYANDELLA33@GMAIL.COM,450-486-6066
TABOR6061,TABOR BAPTIST CHURCH,,IMPORTS1@LYMANWORLDWIDE.COM,204-222-6061
TANG1228,LES ENTREPRISES PASCAL TANGUAY,,ACCOUNT@ALBLOGISTIQUE.COM,514-987-1228
TECHNE6790,TECHNE INDSUTRIES INC,,ACCOUNTING@LYMANWORLDWIDE.COM,306-491-6790
TECP3834,ALB SOLUTION GLOBALES INC,,THERESE@ALBGLOBAL.COM,819-432-3834
TENDEK5700,TENDEKA CANADA LTD,,HELENEB@GROUPESTCH.COM,604-687-5700
TEXPER5220,TEXPERTS CANADA INC,,ACCOUNT@ALBLOGISTIQUE.COM,
THD0880,LABORATORIES THD LABS,,ACCOUNT@ALBLOGISTIQUE.COM,866-344-0880
THIB4000,ENTREPRISES ROBERT THIBERT INC,450-699-7764,"invoicetransport@rthibert.com,ACCOUNTING@ALBCUSTOMS.COM",450-698-4000 EXT 4178
TISA3900,TISA JANITORIAL LAND AND,,ACCOUNTING@LYMANWORLDWIDE.COM,289-695-3900
TOOLWAY,TOOLWAY INDUSTRIES LTD,905-326-5451,donna.mckenzie@toolway.com,905-326-5450
TOT3640,TOT WEARHOUSE WHOLESALE,,IMPORTS1@LYMANWORLDWIDE.COM,778-265-3640
TOTAL9835,TOTAL EXPRESS  MONTREAL,514-631-5562,ESTELLA.SHIN@TOTALEXPRESS.CA,614-631-9835
TOURCA0334,TOURCAN VACATIONS INC,416-391-0986,INFO@LYMANWORLDWIDE.COM,416-391-0334
TRAVER2500,SOCIETE DES TRAVERSIERS,,HELENEB@GROUPESTCH.COM,415-562-2500
TREETO2967,CONSTRUCTION TREETOP TREKKING,,COMPTESPAYABLES@TREETOPTREKKING.COM,514-716-2967
TRIGON0443,SERVICES INFORMATIQUES,,SBERNIER@TRIGONIX.COM,514-874-0443
TRILEX1184,TRILEX INC,450-704-1484,"PBINETTE@TRILEXINC.COM,SGAGNON@TRILEXINC.CA",450-582-1182
TROTTI1924,PHILIPPE-OLIVIER TROTTIER,,ACCOUNT@ALBLOGISTIQUE.COM,418-930-1924
TUFF1016,COLLECTION TUFF AVENUE INC,514-385-6990,ACCOUNTING@LYMANWORLDWIDE.COM,514-385-1016
TWENTY0781,TWENTYSEVEN,,ACCOUNT@ALBLOGISTIQUE.COM,416-919-0781
TYKES3132,TYKES BIKES INC,800-656-9843,IMPORTS1@LYMANWORLDWIDE.COM,778-919-3132
UBCOOL2684,9171-5169 QUEBEC INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-582-2684
UTTA9098,SACHA UTTAMSINGH,,ACCOUNTING@LYMANWORLDWIDE.COM,905-334-9098
VA0082,VA INC,450-641-9821,k.maletto@vatransport.com,450-641-0082 EXT4325
VENUS1519,VENUS TRADING LTD,,ACCOUNTING@LYMANWORLDWIDE.COM,604-636-1519
Verona0122,Chaussure Verona,,ACCOUNT@ALBLOGISTIQUE.COM,514-887-0122
VIP7882,9384-1443 QC INC,,REGAN@VAPOTERIEVIP.COM,438-490-7882
VISION3200,VISION MULTISPORTS OUTAOUAIS,,SUZIER@GROUPESTCH.COM,819-893-3200
VIVACE3996,PRINTEMPS VIVACE INC,,JOHANNE@ALBASS.CA,450-584-3996
VOYAGE8747,VOYAGES BERNARD GENDRON INC,,ACCOUNT@ALBLOGISTIQUE.COM,450-373-8747
WEISER1753,RON (RONALD) WEISER,,ACCOUNT@ALBLOGISTIQUE.COM,514-606-1753
WELL4114,WELLNESSMED SUPPLY INC,,ACCOUNTING@LYMANWORLDWIDE.COM,4168174114
WORLD0500,WORLD ASSURANCE INC.,514-221-4111,HEATHER@ALBLOGISTIQUE.COM,514-223-0500
WP9492,WP TECH,,EMAILRASHESH@GMAIL.COM,778-239-9492
WPCS3840,WPCS INC,,ACCOUNTING@LYMANWORLDWIDE.COM,647-829-3840
YORKTO8228,YORKTON GROUP BENTLEY CORP.,780-409-9228,INFO@LYMANWORLDWIDE.COM,780-409-8228
ZHOU6568,WENYUE ZHOU,,ACCOUNTING@LYMANWORLDWIDE.COM,778-8376568
GEBRUDE-CA,GEBRUDER WEISS,,carolyn.garner@gw-world.com,
ALEX6400,ALEX LEMAY-ALLISON,,ALEMAY@TRILEXINC.CA,438-395-6400
PARENT5054,LOUIS ALEXANDRE PARENT,,Louis-Alexandre.Parent@bnc.ca,
CRAFT1234,CRAFT-BILT MATERIALS LTD,905-619-2468,SUSAN.ROBINSON@CRAFT-BILT.COM,905-619-1234
1291FU3883,1291 FURNITURE INC,,"roger@VELAGOPATIOFURNITURE.CA,PAM@VELAGOPATIOFURNITURE.CA",416-259-3883
180S2602,180S CANADA CORP,,THERESE@ALBGLOBAL.COM,
3DLO1004,3D LOGISTIQUE INC,,LDOUVILLE@3DLOGISTIC.CA,450-699-7225
ABDEL3603,ABDELRAHMAN ELTAYEB,,,514-583-3603
ACTION8277,9159-2618QUEBECINC ACTION LIQU,,ACCOUNT@ALBLOGISTIQUE.COM,514-621-8277
ACTIVE3950,ACTIVE MANAGEMENT & MARKETING,,jeff.verreault@activemm.ca,403-999-3950
ADRENA5546,ADRENALUBE,,ACCOUNT@ALBLOGISTIQUE.COM,514-999-5546
AGRI8285,P.H.AGRI ANIMAL NUTRITION INC,403-266-3699,ACCOUNTING@LYMANWORLDWIDE.COM,403-971-8285
ALBA2293,SABRINA ALBANESE DESIGN,HEATHER@ALBLOGISTIQUE.COM,,416-706-2293
AMERIC1099,AMERICARGO,,BEN@AMERICARGO.CA,514-231-1099
AMIGOS1717,ALIMENTS AMIGOS FOODS,,ACCOUNT@ALBLOGISTIQUE.COM,514-561-1717
AMMA2500,AMMA MARINE INC,514-554-6554,HEATHER@ALBLOGISTIQUE.COM,450-983-2500
ART7666,STUDIO ARTEFACT 2002 INC,514-933-5980,administration@studioartefact.com,514-933-7666
ASIA1262,ASIACAN INVESTMENT INC.,,HELENEB@GROUPESTCH.COM,416-278-1262
BENTAL7733,BENTAL,514-382-6939,JOSHUA@JOSHUAPERETS.COM,514-382-7733
BIGB4635,BIG BANG FIREWORKS INC,1-403-206-7285,bigbangfireworks@mac.com,1-403-244-4635
BOSS2116,BOSS PROMOTIONS (CANADA),,"JONATHAN@BOSSPRO.COM,mandy@bosspro.com",416-751-2995
BRANDS5583,CANADIAN GLOBAL BRANDS INC,416-981-3396,HEATHER@ALBLOGISTIQUE.COM,877-521-5583
CANAC1313,CANAC MARQUIS GRENIER LTEE,418-667-3705,importation@canac.ca,418-667-1313
CANADA0445,8756074 CANADA INC,,"MRodriguez@MaximeKnitting.com,accounting@albcustoms.com",514-336-0445
CANDLE5357,LAUREL B MUNRO FLORAL DESIGN,,ACCOUNT@ALBLOGISTIQUE.COM,705-341-5357
CARDON1960,CARDON REHABILITATION AND,905-319-1762,accounting@lymanworldwide.com,1-905-319-1960
CHABOT0668,COLLECTION JACQUES CHABOT,,HEATHER@ALBLOGISTIQUE.COM,
CHEMIG1875,CHEMIGON LLC,,"orders@chemigon.com,annmarie.yoder@chemigon.com",330-592-1875
CHIN1987,3634159 CANADA INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-781-1987
CLEF5982,EMBALLAGES CLEFS,,rsabourin@groupegilco.com,514-322-5982
CNTA5744,CENTRE NATIONAL DU TRANSPORT,THERESE@ALBGOLBAL.COM,,450-431-5744
COPPER0382,THE COPPER UMBRELLA INC,,COPPERUMBRELLA@GMAIL.COM,403-563-0382
COSMI5009,COSMIRACLE INC.,,heather@alblogistique.com,514-589-5009
CRAF7878,RCAFT MINT,,hoolerprime@hotmail.com,778-866-7878
DAC6688,LES ENTREPRISES D.A.C,,heather@alblogistique.com,450-691-6688
DEPOT7059,PISCINES ET SPAS DEPOT INC.,,christian.patron@piscinesetspasdepot.com,514-316-7059
DERIC2228,DERIC CONSTRUCTION INC,,ACCOUNT@ALBLOGISTIQUE.COM,418-781-2228
DION3666,FRANCESKA DION MEDIA INC,,ACCOUNT@ALBLOGISTIQUE.COM,450-656-3666
DRISSA6363,LE GROUPE DISSAN INC,514-352-4815,ACCOUNT@ALBLOGISTIQUE.COM,514-789-6363
DUBOIS3961,DUBOIS AGRINOVATION INC,450-454-6638,courtage@duboisag.com,450-454-3961
E2SP1010,E2-SPORT INC,,HEATHER@ALBLOGISTIQUE.COM,514-934-1010
ELITE8773,DISTRIBUTION ELITE MP INC,450-446-2713,MPRIMEAU@DISTRIBUTIONELITEMP.COM,514-795-8773
ESTELL9515,GROUPE ESTELLE DE FRANCE INC,,JOHANNE@ALBASS.CA,514-488-9515
EVOS8685,SERVICES DE PIPELINE EVOS INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-316-8685
FALLON4823,LEVAGE FALLON INC,,CRISTINAGIG27@HOTMAIL.COM,514-444-4823
FIAT8969,GROUPE FIATLUX-AMPLEMAN,514-846-8970,LUC@gfapyro.com,514-846-8969 POSTE 304
FILMAR3300,LES PEINTRES FILMAR INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-643-3300
FINDLA8737,FINDLAY SCIENTIFIC INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-360-8737
FRESH8651,ONFRESH FOODS INC,,accounting@lymanworldwide.com,647-868-8651
G2MC1443,G2MC INC,,COMPTESPAYABLES@MAISONCORBEIL.COM,514-382-1443
GBL5664,GBL IMPORT INC.,,MARLENE.MOTOSPIECES@GMAIL.COM,1-418-338-5664
GLJ5665,10821675 CANADA INC.,,HEATHER@ALBLOGISTIQUE.COM,450-969-5665
GONIN5441,PIERRE GONIN,,HEATHER@ALBLOGISTIQUE.COM,450-373-5441
HKO6579,GROUPE HKO INTERNATIONAL,,HEATHER@ALBLOGISTIQUE.COM,305-318-6579
HOTPAR9749,HOTPARY TIRE INC,,SUKHIJHAJJ@OUTLOOK.COM,780-916-9749
HRT5600,HRT INDUSTRIES INC.,,INFO@HRTINDUSTRIES.COM,450-473-5600
LAREAU0889,ENTRETIENS S. LAREAU INC,,heather@alblogistique.com,450-225-0889
LEDUC8591,LEDUC MECHANICAL INDUSTRIES,,ACCOUNT@ALBLOGISTIQUE.COM,780-985-8591
MAFU2986,DISTRIBUTION MAFUTA INC,,HEATHER@ALBLOGISTIQUE.COM,514-573-2986
MAGELL8153,MAGELLAN AVIATION SERVICES INC,,alexandre@magellanaviation.com,514-295-8153
MALIS2254,MALIS-HENDERSON INC,514-344-3405,aarti@mhtiara.com,514-344-2254
MASSON1162,MATERIAUX PONT MASSON INC,450-371-4779,ACCOUNT@ALBLOGISTIQUE.COM,450-371-1163  EST 376
MATRA7071,LES INDUSTRIES MATRA PLAST INC,,stchair@groupestch.com,450-836-7071
MAXIME0445,LES TRICOTS MAXIME INC,,"MRodriguez@MaximeKnitting.com,accounting@albcustoms.com",514-336-0445
MEKA2797,A.B. MEKATEK,450-661-7160,INVOICES@ABMEKATEK.COM,450-661-2797
MIHOUB9826,GLOBUS WORLD/TAOUFIK MIHOUB,,BEN@AMERICARGO.CA,514-333-9826
MIXNUT1133,DISTRIBUTIONS MIX NUTS INC.,,HUSSEINSOBOH@HOTMAIL.COM,514-323-1133
MONCTON,ENTREPRISES ROBERT THIBERT INC,450-699-7764,"invoicetransport@rthibert.com,ACCOUNTING@ALBCUSTOMS.COM",450-698-4000 EXT 4178
MOTEUR2077,CANADA MOTEURS IMPORTATIONS,,HELENEB@GROUPESTCH.COM,418-227-2077
MULTI2593,IT MULTISERVICES MG&CG INC.,,ACCOUNT@ALBLOGISTIQUE.COM,514-651-2593
MULTIS0858,MULTISURFACES,,ACCOUNT@ALBLOGISTIQUE.COM,514-291-0858
NACAN0077,CANADO/NACAN SECUR-T INC.,514-333-0078,DBANNA@CANADONACAN.COM,514-333-0077
NERVAL1111,NERVAL CORPORATION & AFL,780-452-5775,"PNERVAL@NERVALCORP.COM,DEEP@NERVALCORP.COM",780-452-1111
NORDRE4774,CENTRE TECHNOLOGIQUE DANA,,"laval.payables@dana.com,LINE.DUSSAULT@DANA.COM",514-524-4774
NXT4774,9372-8244 QUEBEC INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-524-4774
OUEST1107,LES ENTREPRISES DE L'OUEST,,HEATHER@ALBLOGISTIQUE.COM,450-906-1107
PAID49179,PAID4POWER INC.,519-821-9181,accounting@lymanworldwide.com,519-821-9179
PASSIO2280,PASSION PLANCHE S.E.N.C,,ACCOUNT@ALBLOGISTIQUE.COM,450-881-2280
PICHE3193,GROUPE PICHE CONTRUCTION,819-587-4298,PAYABLES@GROUPEPICHE.CA,819-587-3193 POSTE232
PRO9667,PRO 5 IMPORT AND EXPORT,,ACCOUNTING@LYMANWORLDWIDE.COM,905-454-9667
PUBL2228,LES PUBLICATIONS ORANGE PALM &,450-225-3753,account@alblogistique.com,450-376-2228
PURFX8253,Pur Effets Speciaux,514-759-8254,jacquelin@purfx.ca,514-759-8253
QUALIT5355,QUALITE AIR TOTALE (Q.A.T.)INC,,ACCOUNT@ALBLOGISTIQUE.COM,450-681-5355
REONAC2876,SYSTEMES D ENERGIE REONAC INC,,THERESE@ALBGLOBAL.COM,
RESTLE7138,LES PLANCHES RESTLESS INC,,RESTLESS@RESTLESSBOARDS.COM,514-996-7138
ROBERG8802,ROBERGE DESIGN GROUP INC,647-352-8804,dominique@boconcept-toronto.com,647-352-8802
ROCK5462,TENTH SIDING TRADING CO LTD,1-403-562-2007,ACCOUNTING@ROCKGEARDISTRIBUTION.COM,1-877-922-5462
ROTI4419,ROTISSERIE SALABERRY,,heather@alblogistique.com,450-373-4419
SAVOIA3154,SAVOIA CHAIR FRAMES LTD,416-769-9216,accounting@lymanworldwide.com,416-769-3154
SBFD0854,SBFD INC,,ACCOUNT@ALBLOGISTIQUE.COM,418-908-0854
SCAN3444,SCAN DESIGNS LTD.,,msonea@scandesigns.com,604-524-3444
SHAPE4712,SHAPE WLB INC,,ACCOUTING@ALBLOGISTIQUE.COM,450-812-4712  EXT221
SHUR4488,SHUR-FAST  FASTENER INC,514-481-5006,pierre@albglobal.com,514-481-4488
SIMS7467,SIMS FURNITURE LIMITED,,"MichaelS@simsfurniture.com,daves@simsfurniture.com",403-342-7467
SMALL8270,SMALL FORTUNES INC,902-425-7403,ACCOUNTING@LYMANWORLDWIDE.COM,902-430-8270
SMELYA5551,STANISLAV SMELYANSKY,,ACCOUNT@ALBLOGISTIQUE.COM,514-999-5551
SOLU1110,PRINTING & PROMOTIONAL,,ACCOUNTING@LYMANWORLDWIDE.COM,315-474-1110
SOMAC4400,GROUPE SOMAC INC,450-508-4411,JOHANNE@ALBASS.CA,450-508-4400
SPACE6190,SSC SPACE CANADA CORPORATION,867-777-2111,HELENEB@GROUPESTCH.COM,
STAV2855,IMPORTATIONS STAVROPOULOS,450-759-6229,therese@albglobal.com,450-760-2855
STL6868,DISTRIBUTIONS ELECTRIQUES STL,514-528-0606,heather@alblogistique.com,450-629-6868
SURP9563,SURPRESSEUR 4S,450-638-9562,INFO@SURPRESSEUR4S.COM,450-638-9563
SYNER1240,SYNERGX TECH ***NOT ALB***,450-978-2364,SX_CANADA-ACCOUNTS_PAYABLE@SYNERGX.COM,450-978-1240
TAG8859,TAG LASER RIVE SUD INC,,LASERTAGRIVESUD@GMAIL.COM,514-777-8859
TECHNO8043,TECHNOPREF CANADA INC.,484-942-9770,JOHANNE@ALBASS.CA,450-569-8043
TEKN7771,TEKNA ADVANCED MATERIALS INC,,"payables@tekna.com,lyne.roy@tekna.com",819-820-7771
TERR5407,AU TEINT TERREUX S.E.N.C.,,info@auteintterreux.com,514-465-5407
TRICOT0445,10661279 CANADA INC,,"MRodriguez@MaximeKnitting.com,ACCOUNTING@ALBCUSTOMS.COM",514-336-0445
UNIVER5061,ABRI UNIVERSELS (LES),,ACCOUNT@ALBLOGISTIQUE.COM,514-581-5061
VB0997,VB ENTREPRISE INC,514-221-4889,vbentreprise.inc@gmail.com,514-885-0997
VERSAI2216,VERSAILLES (48) INC,,ACCOUNT@ALBLOGISTIQUE.COM,514-645-2216
VERSAI5766,DECORS VERSAILLES INC. (LES),,JOHANNE@ALBASS.CA,514-979-5766
VG6336,V & G GROUP INC,,VANDGGROUPINC@GMAIL.COM,647-782-6336
VITRE1409,VITRERIE LABERGE (1988) INC,418-667-3705,PAYABLES@VITRERIELABERGE.COM,418-667-1409  POSTE 120
WATER8071,WATER PROTEC DISTRIBUTION INC,,johanne@albass.ca,450-724-8071
WSX7887,WORLD SUPPLY XCHANGE WSX GROUP,,ACCOUNT@ALBLOGISTIQUE.COM,514-706-7887
ZAC7545,ZAC MARINE COMMERCIAL QC INC.,514-900-0331,ZACMARINETRADING@GLOBETROTTER.NET,418-293-7545
ZERO1379,2283222 ONTARIO LTD,,ZEROPULSER@GMAIL.COM,905-929-1379
ZILEX2446,ZILEX ELECTRONICS INC.,514-334-2415,heather@alblogistique.com,514-334-2446
CAN1255,CAN-CELL INDUSTRIES INC.,780-447-1035,FREIGHT@CAN-CELL.COM,780-447-1255
LAFERT8950,JACQUES LAFERTE LTEE,,maryse.cloutier@laferte.com,819-477-8950
COUT0151,COUTURE MEDIA INC,514-508-7551,kara@couturemedia.ca,514-969-0151
NERVAL1111,NERVAL CORPORATION & AFL,780-452-5775,DEEP@NERVALCORP.COM,780-452-1111
TOOL5450,TOOLWAY INDUSTRIES LTD,905-326-5451,"emad@toolway.com,donna.mckenzie@TOOLWAY.COM",905-326-5450
EXTEN9898,9356-6503 QUEBEC INC,,spicard@sbiav.com,514-633-9898
DUFF8203,LES ENTREPRISES PAUL DUFFEY,450-692-8325,SALES@PDEMICROFINISHING.COM,450-692-8203
CIRCUI4888,CIRCUIT TELEGUIDE ST-ROCH INC,,ADMIN@COMPLEXEJCPERREAULT.COM,450-588-4888
TOMR4177,TOMRA CANADA INC,514-457-0544,comptespayables@tomra.ca,514-457-4177
DECO1557,DECONTAMINATION IGR INC,819-563-3259,b.guillemette@decoigr.com,819-563-1557
JARDIN6046,G2MC INC,,PRISCILLE.BOURQUE@JARDINDEVILLE.COM,450-435-6046 EXT 2236
MEUB5548,LES MEUBLES ST-FELIX INC,,SUZIEA@MOBILIERFELIXVALOIS.CA,450-889-5548
MOOSE9210,MOOSE BICYCLE DU CANADA,,billing@moosebicycle.com,1-800-711-9210
ALCO2500,ALCO PREVENTION CANADA,450-666-2501,therese@albglobal.com,450-666-2500
CEDO4224,CEDOMATEC,450-585-1166,semard@cedomatec.com,450-585-4224
COUT1219,COUTURE INTERNATIONAL,450-398-1142,dnoel@coutureinternational.com,514-664-1219
FGT1100,FGT CONSEILLIERS EN FORMATION,514-285-1300,heather@alblogistique.com,514-285-1100
JMS1346,JMS EURO CANADA INC,450-227-9004,account@alblogistique.com,450-227-1346
JMSGR3223,JMS EURO CANADA GROUP INC,,THERESE@ALBGLOBAL.COM,450-675-3223
KIMPEX3326,KIMPEX INC,,"accounting@albcustoms.com,invoice@kimpex.com",819-472-3326 EXT 2242
LANG9330,LANGEVIN & FOREST LTEE,,payables@langevinforest.com,514-322-9330
OGIL7160,OGILVY EQUESTRIAN INC,,heather@alblogistique.com,
PREC7718,PMC AUTOMATION,,heather@alblogistique.com,450-623-7718
REGA6144,LES REGATES DE VALLEYFILED,450-371-7175,heather@alblogistique.com,450-371-6144
SEGUIN7281,PIERRE LUC SEGUIN,,plseguin@hotmail.com,514-830-7281
TIBI0105,ROY TIBIT GOJI,,heather@alblogistique.com,450-330-0105
TORR1910,TORRINGTON FORMING MACHINERY,450-619-1906,slanglais@torrington-machinery.com,450-619-1910
VANT1717,CORPORATION VANTRIX,,HEATHER@ALBLOGISTIQUE.COM,
CONS7236,LE GROUPE CONSERTEK LM INC,514-642-3502,MARC.DESROCHES@CONSERTEK.CA,514-918-7456
GOUR7377,CONCEPT GOURMET DU VILLAGE ULC,450-226-8329,"jessicak@GOURMETDUVILLAGE.COM,davidh@gourmetduvillage.com",450-226-7377
BRUNET6363,ARTHUR L. BRUNETTE & ASSOCIES,450-371-3838,johanne@albass.ca,450-371-6363
GOLTU3770,GOLTUM IMPORT & EXPORT,,"avelino@GOLTUM.COM,h.seguin@mtlesports.com",514-893-3770
VOLT4770,VOLTS ENERGIES,450 973 6483,comptable@volts.ca,450 973 4770
MTM1277,LAVOIE-INTERNATIONAL,514-998-1282,MTMMACHINE@HOTMAIL.COM,514-998-1277
CREA4664,LES CREATIONS MORIN INC,,NLEGARE@CREATIONSMORIN.COM,1-819-474-4664
CCI1255,CCI MANUFACTURING INC,780-447-1034,FREIGHT@CAN-CELL.COM,780-447-1255
BRUNET6363,ARTHUR L. BRUNETTE & ASSOCIES,450-371-3838,pierre@albass.ca,450-371-6363
GOLTU3770,GOLTUM IMPORT & EXPORT,,SABRINA@GOLTUM.COM,514-893-3770
TOOL5450,TOOLWAY INDUSTRIES LTD,905-326-5451,donna.mckenzie@toolway.com,905-326-5450
SAVOIE2553,GROUPE SOLUTIONS RTR,514-998-7642,CSA@SOLUTIONSRTR.COM,514-666-2553
VG6336,V & G GROUP INC,,HELENEB@GROUPESTCH.COM,647-782-6336
STCH2357,SERVICE EN TRANSPORT STCH INC,1-450-699-7189,payables@groupestch.com,1-450-699-2357
TAYMER2614,TAYMER INTERNATIONAL INC,,HELENEB@GROUPESTCH.COM,905-479-2614
STRU7225,STRUCTURACK,,jdubuc@structurack.com,450-416-7225
TAYMER2614,TAYMER INTERNATIONAL INC,,SYLVIA.TAKADA@TAYMER.COM,905-479-2614
THIB4000,ENTREPRISES ROBERT THIBERT INC,,jvetnic@descartes.com,450-698-4000 EXT 4178
ALBG0426,ALB SOLUTION GLOBAL INC,450-225-3753,ACCOUNT@ALBLOGISTIQUE.COM,450-225-0426
CEPC2888,CANADIAN ELECTRONIC POWDERS CO,514-336-5059,therese@albglobal.com,514-336-2888
JSA9668,MACHINERIE J.S.A PVC INC,877-689-2925,ANGEL@JSAMACHINERIE.COM,450-658-9668
MARC9992,R.MARCIL ET FRERES INC,,HELENE.CAILHIER@MARCILCDR.COM,450-692-9992
NORM3101,NORMONT INDUSTRIAL HARDWARE,450-681-3044,therese@albglobal.com,450-681-3101
RTC2511,RESEAU DE TRANSPORT DE LA,,ACCOUNT@ALBLOGISTIQUE.COM,1-418-627-2511
SHOW0543,GROUPE SHOW DISTRIBUTION INC,418-686-3836,therese@albglobal.com,418-686-0543
SURP9563,SURPRESSEUR 4S,450-619-9696,Finance@surpresseur4s.com,450-619-6363
STRU7225,STRUCTURACK,,jdubuc@structurack.com,450-416-7225
PHARMA0242,GESTION MERCIER PHARMA INC,,heather@alblogistique.com,450-699-0242
MAISON1443,G2MC INC.,514-382-2827,CHANTALE@MAISONCORBEIL.COM,514-382-1443 EXT 234
BAZZ4470,BAZZ INC,514-931-4470X243 JING ZHANG,JING.ZHANG@BAZZ.CA,514-931-4470X229 JOCELYNE
ROCK5462,TENTH SIDING TRADING CO LTD,1-403-562-2007,ACCOUNTING@ROCKGEARDISTRIBUTION.COM,1-877-922-5462
GALERI017,G2MC INC,418-653-8981,S.SEDILLE@LAGALERIEDUMEUBLE.COM,418-780-3832
MAISON1443,G2MC INC.,,LINA@MAISONCORBEIL.COM,514-382-1443 EXT 234
SHOW0543,GROUPE SHOW DISTRIBUTION INC,418-686-3836,,418-686-0543
CANAC1313,CANAC MARQUIS GRENIER LTEE,418-667-3705,ERIC.LACASSE@CANAC.CA,418-667-1313
RIOB0442,RIOBEL INC,450-432-1095,DENISEPAQUIN@RIOBEL.CA,450-432-0442
SHUR4488,SHUR-FAST  FASTENER INC,514-481-5006,APSHURFAST@GMAIL.COM,514-481-4488
RESTLE7138,LES PLANCHES RESTLESS INC,,FRANK@RESTLESSBOARDS.COM,514-996-7138
GASTR0921,LE GASTRONOME ANIMAL INC,450-469-0921,M.TREMBLAY@GASTRONOMEANIMAL.COM,450-469-0921
CREA4664,LES CREATIONS MORIN INC,,NLEGARE@CREATIONSMORIN.COM,1-819-474-4664
1291FU3883,1291 FURNITURE INC,,,416-259-3883
180S2602,180S CANADA CORP,,,
3DLO1004,3D LOGISTIQUE INC,,,450-699-7225
3L3135,LE 3L COMPAGNIE CANADA-CHINE,,,514-502-3135
9060QU8823,9060-7797 QUEBEC INC,,,450-778-8823
9148-8020,9148-3479QUEBECINC DBA AUVENTS,450-773-8025,,450-773-8020
9266QU1853,9266-1883 QUEBEC INC.,,,514-757-1853
93141888,9314-9821QUEBECINC SANDRO MARK,,,
9393QC2511,CHAUSSURE POLO INC,,,438-923-2511
9399QU0706,9399-8839 QUEBEC INC,,,450-694-0706
ABB6266,ABB CANADA,,,
ABDEL3603,ABDELRAHMAN ELTAYEB,,abdelrahman.eltayeb@alphasolution.ca,514-583-3603
ABRI2347,ABRI GATINEAU,,,819-918-2347
ACTION8277,9159-2618QUEBECINC ACTION LIQU,,,514-621-8277
ACTIVE3950,ACTIVE MANAGEMENT & MARKETING,,,403-999-3950
ADRENA5546,ADRENALUBE,,,514-999-5546
ADVANC6206,ADVANCED TECHNOLOGY EMISSION,,,720-889-6206
ADVANC9726,ADVANCE ENERGY SOLUTIONS INC,,,403-284-9726
AEM-4131,GROUPE AEM CANADA INC.,,,418-967-4131
AEROM7171,AEROMAX LOGISTICS INC,,,450-688-7171
AGRI8285,P.H.AGRI ANIMAL NUTRITION INC,403-266-3699,,403-971-8285
AGRIKO1470,AGRIKOM INC,,,450-473-1470
AIRDRI5133,AIRDRIE FESTIVAL OF LIGHTS,403-912-9627,,403-948-5133
AIRPRO,AIRPRO TRANSPORT 2009,,,
AKTUEL2312,ATELIER AKTUEL INC,,,514-279-2312
ALBA2293,SABRINA ALBANESE DESIGN,,,416-706-2293
ALBC0426,GESTIONS DOUANIERES ALB INC,450-225-3753,,450-225-0426
ALBCIE,ALB COMPAGNIES INTERNATIONALES,450-225-3368,JULIE@ALBGROUPE.COM,450-225-0426
ALBG0426,ALB SOLUTION GLOBAL INC,450-225-3753,,450-225-0426
ALBL0426,ALB LOGISTIQUE INC,,,450-225-0426
ALCO2500,ALCO PREVENTION CANADA,450-666-2501,,450-666-2500
ALEX6400,ALEX LEMAY-ALLISON,,,438-395-6400
ALJO5880,9208-4805 QUEBEC INC,,,450-588-5880
ALLEX2071,ALLEXON HEALTH SCIENCES INC.,,,905-559-2071
ALLTEA6755,ALLTEAM AUTO CENTER INC,,,416-723-6755
ALPHA1115,ALPHA COMPUTING TECHNOLOGY,,,647-887-1115
ALTRAM2299,ALTRAMED HEALTH PRODUCTS INC.,,,514-695-2299
AMERIC1099,AMERICARGO,,,514-231-1099
